DES,TSLA,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,NVDA,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,AAPL,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,PLTR,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,MSFT,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,AMZN,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,META,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,UNH,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,MSTR,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,AMD,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,GOOG,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,NFLX,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,INTU,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,CRM,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,APP,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,LLY,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,OKLO,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,X,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,V,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,JPM,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,QBTS,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,SNOW,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,HOOD,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,COIN,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,LUV,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,PG,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,COST,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,CRWD,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,PEP,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,WY,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,GE,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,MU,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,WMT,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,SMCI,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
DES,INFA,STK,SMART/ISLAND,,,,,USD,|BOT|04/24/2025|3|+NRB|+NRB|+NRB
